FEATURE_ID	FEATURE_NAME	FEATURE_CLASS	STATE_ALPHA	STATE_NUMERIC	COUNTY_NAME	COUNTY_NUMERIC	PRIMARY_LAT_DMS	PRIM_LONG_DMS	PRIM_LAT_DEC	PRIM_LONG_DEC	SOURCE_LAT_DMS	SOURCE_LONG_DMS	SOURCE_LAT_DEC	SOURCE_LONG_DEC	ELEV_IN_M	ELEV_IN_FT	MAP_NAME	DATE_CREATED	DATE_EDITED
390435	Silver Creek Work Center	Locale	ID	16	Valley	85	442136N	1154643W	44.3598969	-115.7787297			NA	NA	1419	4655	Boiling Springs	6/21/1979	
869461	Red Brook	Stream	NH	33	Sullivan	19	430752N	0720146W	43.1311897	-72.0295271	430808N	0720242W	43.1355556	-72.045	322	1056	Washington	8/27/1980	
155754	Forest Park	Populated Place	AL	1	Coffee	31	311948N	0854943W	31.3298929	-85.8285489			NA	NA	93	305	Enterprise	7/1/1990	
797373	Claribell Number 2 Dam	Dam	MT	30	Garfield	33	471018N	1065056W	47.1716657	-106.8489495			NA	NA	854	2802	Kirby Ranch	1/1/1994	
602484	Saint Hyacinths Seminary and College	School	MA	25	Hampshire	15	421609N	0722826W	42.2692585	-72.473975			NA	NA	85	279	Belchertown	8/27/2002	
78464	Stone Dam Creek	Stream	AR	5	Faulkner	45	350304N	0922504W	35.0511973	-92.417656	350529N	0922707W	35.0913889	-92.4519444	80	262	Conway	4/30/1980	
848178	Quartz Mountain (historical)	Populated Place	NV	32	Nye	23	371738N	1164401W	37.2938268	-116.7336767			NA	NA	1791	5876	Black Mountain	1/1/1991	
674281	Mount Tabor Church	Church	MS	28	Washington	151	332920N	0910521W	33.4890033	-91.0892746			NA	NA	40	131	Greenville	9/24/1980	
264245	North Wallace Canyon	Valley	CA	6	Placer	61	385902N	1203142W	38.9837932	-120.5282567	390115N	1202833W	39.0207383	-120.4757553	1416	4646	Devil Peak	1/19/1981	
307079	Osceola Ranger Office	Locale	FL	12	Baker	3	301212N	0822545W	30.2032894	-82.4292855			NA	NA	49	161	Olustee	12/1/1991	
415136	Opdyke School	School	IL	17	Grundy	63	412006N	0882609W	41.3350321	-88.4359008			NA	NA	158	518	Morris	1/15/1980	
865882	Burton Pond	Lake	NH	33	Hillsborough	11	425219N	0714852W	42.8720757	-71.8145231			NA	NA	261	856	Greenville	8/27/1980	6/23/2011
378167	Boyle Creek	Stream	ID	16	Butte	23	433935N	1132043W	43.6596244	-113.3452866	434100N	1132126W	43.6833333	-113.3572222	1637	5371	Arco North	6/21/1979	
986455	Harris Point	Cape	NC	37	Beaufort	13	352458N	0763521W	35.4159997	-76.5890954			NA	NA	0	0	Pamlico Beach	6/17/1980	
875152	Camp Osborne	Populated Place	NJ	34	Ocean	29	400030N	0740331W	40.0084508	-74.0587475			NA	NA	2	7	Point Pleasant	9/8/1979	
83908	Peytonville Post Office (historical)	Post Office	AR	5	Little River	81	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	12/1/1991	
577141	Toby Pond	Lake	ME	23	Somerset	25	452827N	0701825W	45.4742001	-70.3068561			NA	NA	336	1102	Spencer Lake	9/30/1980	6/21/2011
737680	Cedar School (historical)	School	MO	29	Jefferson	99	382756N	0903423W	38.4656097	-90.5731805			NA	NA	229	751	House Springs	3/1/1991	
123976	Norrell Sink	Basin	AL	1	Marshall	95	342442N	0863126W	34.4117595	-86.5238785			NA	NA	272	892	Newsome Sinks	9/4/1980	
674679	New Hope Baptist Church	Church	MS	28	Greene	41	311010N	0883350W	31.1693482	-88.5639108			NA	NA	53	174	Leakesville	9/24/1980	2/8/2007
208364	Lakeview Cemetery	Cemetery	CT	9	Fairfield	1	411144N	0731023W	41.1956524	-73.173167			NA	NA	9	30	Bridgeport	9/12/1979	
918404	Water Canyon	Valley	NM	35	Los Alamos	28	354707N	1061219W	35.7853044	-106.2053034	355137N	1062345W	35.8603018	-106.3958634	1688	5538	White Rock	11/13/1980	
343441	First Presbyterian Church	Church	GA	13	Sumter	261	320417N	0841403W	32.0712751	-84.2340765			NA	NA	128	420	Americus	3/1/1994	
82731	Gourd Neck School (historical)	School	AR	5	Jackson	67	352258N	0910900W	35.382862	-91.1501237			NA	NA	64	210	Tupelo	6/1/1994	
636265	Roulo	Populated Place	MI	26	Wayne	163	421124N	0832900W	42.1900401	-83.4832686			NA	NA	206	676	Belleville	4/14/1980	
782203	Deep Creek	Stream	MT	30	Cascade	13	470623N	1111627W	47.1063416	-111.2741232	470317N	1110956W	47.054677	-111.1655082	1140	3740	Millegan	4/4/1980	
533695	Canal Number Six	Canal	LA	22	Vermilion	113	295626N	0923318W	29.9404879	-92.5551377			NA	NA	0	0	Latanier Bayou	6/4/1980	
939839	Conqueror Number Nine Mine	Mine	NM	35	Sandoval	43	361409N	1065741W	36.2358524	-106.9614314			NA	NA	2304	7559	Regina	6/1/1993	
130191	Johnstons Lake Dam	Dam	AL	1	Lowndes	85	320755N	0863000W	32.1318112	-86.4999729			NA	NA	75	246	Letohatchee	12/1/2003	
164639	Early Creek	Stream	AL	1	St. Clair	115	335242N	0861816W	33.8784319	-86.3044241	335120N	0862119W	33.8556544	-86.3552591	177	581	Hyatt Gap	9/4/1980	
656460	Greenwood River	Stream	MN	27	Lake	75	473635N	0913811W	47.6096351	-91.6362663	473221N	0913714W	47.5390818	-91.6204376	515	1690	Greenwood Lake West	1/11/1980	
59227	Zionfield Church (historical)	Church	AR	5	Crittenden	35	352616N	0901503W	35.4378619	-90.2509296			NA	NA	68	223	Tyronza	9/1/1991	
650256	Roscoe Island	Island	MN	27	Morrison	97	460143N	0942044W	46.0285769	-94.3455577			NA	NA	340	1115	Belle Prairie	1/11/1980	
1095442	Mission Bend Public Use Area	Park	OK	40	Mayes	97	360742N	0951549W	36.1284304	-95.2635748			NA	NA	172	564	Chouteau	12/18/1979	
595586	WSMD-AM (La Plata)	Tower	MD	24	Charles	17	383236N	0765936W	38.5434538	-76.9933076			NA	NA	55	180	La Plata	8/1/1994	
808197	08S40E07BBCA01 Well	Well	MT	30	Big Horn	3	450909N	1065312W	45.1524759	-106.8867325			NA	NA	1153	3783	Half Moon Hill	8/1/1995	
26881	Buck Tank	Reservoir	AZ	4	Yavapai	25	340215N	1115317W	34.0375104	-111.8881869			NA	NA	1448	4751	Cooks Mesa	2/8/1980	6/16/2011
895681	Timia	Summit	NM	35	Cibola	6	345840N	1072556W	34.977823	-107.4322682			NA	NA	1980	6496	South Butte	11/13/1980	
675168	Old Channel	Channel	MS	28	Issaquena	55	322658N	0905645W	32.4493087	-90.9459386			NA	NA	23	75	Long Lake	9/24/1980	
378377	Buck Lake	Lake	ID	16	Idaho	49	455908N	1150701W	45.9855868	-115.1168661			NA	NA	2138	7014	Running Lake	6/21/1979	6/20/2011
1140951	Devils Garden	Area	OR	41	Klamath	35	422415N	1213354W	42.4040324	-121.5650035			NA	NA	1434	4705	Sprague River West	11/28/1980	
618031	Holden Reservoir Number Two	Reservoir	MA	25	Worcester	27	421800N	0715206W	42.2999335	-71.8682075			NA	NA	220	722	Worcester North	2/24/1974	6/22/2011
151509	Sardis Cemetery	Cemetery	AL	1	Chilton	21	324501N	0864755W	32.7504062	-86.7985971			NA	NA	168	551	Maplesville East	12/1/1990	
735567	County Hollow	Valley	MO	29	Howell	91	365140N	0914109W	36.861168	-91.6856997	365009N	0914327W	36.8358333	-91.7241667	234	768	Peace Valley	10/24/1980	
910929	Seep Tank	Reservoir	NM	35	Grant	17	322926N	1082848W	32.4905074	-108.4799285			NA	NA	1849	6066	C Bar Ranch	11/13/1980	6/24/2011
820840	16N12E28CCAA01 Well	Well	MT	30	Judith Basin	45	470657N	1101255W	47.1158003	-110.2152058			NA	NA	1355	4445	Windham	8/1/1995	
810179	03S46E14CBCD02 Well	Well	MT	30	Powder River	75	453407N	1060117W	45.5686092	-106.0213911			NA	NA	1008	3307	Coleman Draw	8/1/1995	
651522	School Number 2127	School	MN	27	Steele	147	435753N	0930957W	43.9646847	-93.1657613			NA	NA	383	1257	Steele Center	1/11/1980	
310247	WEEJ-FM (Port Charlotte)	Tower	FL	12	Charlotte	15	265212N	0821035W	26.8700643	-82.1764808			NA	NA	0	0	Punta Gorda SW	8/1/1994	
592337	University of Maryland - Baltimore County Campus	School	MD	24	Baltimore	5	391520N	0764242W	39.2554297	-76.7116833			NA	NA	60	197	Baltimore West	3/1/1994	9/15/2010
835453	Sparta	Populated Place	NE	31	Knox	107	423919N	0975825W	42.6552799	-97.9736802			NA	NA	501	1644	Sparta	3/9/1979	
787979	Nez Perce Creek	Stream	MT	30	Jefferson	43	460638N	1122430W	46.1104831	-112.4083497	460658N	1122017W	46.1160387	-112.3380674	1915	6283	Elk Park Pass	4/4/1980	
46039	Baker Spring Branch	Stream	AR	5	Searcy	129	360228N	0924436W	36.041185	-92.7432214	360201N	0924552W	36.0336853	-92.764333	206	676	Maumee	4/30/1980	
604261	Brooks Library	Building	MA	25	Barnstable	1	414109N	0700427W	41.6859446	-70.074184			NA	NA	17	56	Harwich	8/27/2002	
733326	Free Jack Spring	Spring	MO	29	Taney	213	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	10/1/1990	
791416	Stagger Ranch	Locale	MT	30	Madison	57	444940N	1112728W	44.8277023	-111.4577373			NA	NA	1905	6250	Earthquake Lake	4/4/1980	
820416	15N14E23ACA_01 Well	Well	MT	30	Judith Basin	45	470305N	1095434W	47.0513563	-109.9093612			NA	NA	1274	4180	Moccasin	8/1/1995	
636752	Saint Johns School	School	MI	26	Wayne	163	422249N	0830237W	42.3803153	-83.0435323			NA	NA	192	630	Highland Park	4/14/1980	
1010974	East Buffalo Creek	Stream	NC	37	Graham	75	352148N	0834926W	35.3634211	-83.8237882	352226N	0834718W	35.3738889	-83.7883333	590	1936	Robbinsville	6/17/1980	
567697	Harrow Lake	Lake	ME	23	Piscataquis	21	463044N	0691249W	46.5121723	-69.213531			NA	NA	306	1004	Third Musquacook Lake	9/30/1980	6/21/2011
485384	Belleville Country Club	Locale	KS	20	Republic	157	394845N	0973931W	39.812506	-97.6586529			NA	NA	465	1526	Belleville	10/13/1978	
29882	Hells Uncle Tank	Reservoir	AZ	4	Coconino	5	350947N	1122314W	35.163027	-112.3871772			NA	NA	1664	5459	Ash Fork	2/8/1980	6/16/2011
868368	Melton Falls Trail	Trail	NH	33	Grafton	9	434027N	0714945W	43.6742394	-71.8292475			NA	NA	449	1473	Newfound Lake	8/27/1980	
1083820	WDPR-FM (Dayton)	Tower	OH	39	Montgomery	113	394526N	0841224W	39.757281	-84.2066074			NA	NA	225	738	Dayton North	7/1/1994	
289986	Rotary Park	Park	FL	12	Polk	105	280131N	0814305W	28.0252989	-81.7181342			NA	NA	42	138	Winter Haven	10/19/1979	
1026825	Township of Statesville	Civil	NC	37	Iredell	97	354622N	0805346W	35.7727012	-80.8959994			NA	NA	283	928	Statesville West	1/1/2000	1/25/2013
382170	Garden Creek	Stream	ID	16	Boise	15	440321N	1150514W	44.0557376	-115.0873083	440331N	1150346W	44.0586111	-115.0627778	2886	9468	Warbonnet Peak	6/21/1979	
1049576	Adams School (historical)	School	OH	39	Meigs	105	385857N	0814656W	38.9825801	-81.7823543			NA	NA	188	617	Ravenswood	8/1/1990	
47590	Cedar Creek	Stream	AR	5	Conway	29	350800N	0925826W	35.1334192	-92.9737821	350811N	0925135W	35.136474	-92.8596124	92	302	Atkins	4/30/1980	
896462	Westfall Tanks	Reservoir	NM	35	Chaves	5	332931N	1035545W	33.4919556	-103.9291866			NA	NA	1217	3993	Oasis	11/13/1980	6/24/2011
665028	Township of Moose River	Civil	MN	27	Marshall	89	482950N	0954747W	48.497116	-95.7962737			NA	NA	358	1175	Gatzke	9/1/1995	1/26/2013
820109	14N12E02AB__01 Well	Well	MT	30	Judith Basin	45	470028N	1100955W	47.0077431	-110.165204			NA	NA	1409	4623	Windham	8/1/1995	
422676	Erwin	Populated Place	IL	17	Schuyler	169	400755N	0904232W	40.1319909	-90.7090182			NA	NA	170	558	Erwin	1/15/1980	
489404	Cherry Grove Church	Church	KY	21	Muhlenberg	177	370704N	0871239W	37.1178208	-87.210831			NA	NA	196	643	Kirkmansville	9/20/1979	
974665	Interchange SM3	Crossing	NY	36	Suffolk	103	405037N	0731653W	40.8437092	-73.281505			NA	NA	45	148	Greenlawn	1/23/1980	
188290	Moore Pasture Creek	Stream	CO	8	Gunnison	51	381757N	1072913W	38.2991577	-107.4870038	381639N	1073021W	38.2774911	-107.505893	2754	9035	Lost Lake	10/13/1978	
278624	Big Bear Beach	Beach	FL	12	Glades	43	270030N	0810205W	27.0083879	-81.0347883			NA	NA	6	20	Brighton SE	10/19/1979	
242978	Greek Theater	Building	CA	6	Los Angeles	37	340711N	1181746W	34.1197307	-118.2961872			NA	NA	247	810	Hollywood	1/19/1981	
128085	Trouble Creek	Stream	AL	1	Jefferson	73	334342N	0865632W	33.7284372	-86.9422187	334247N	0865334W	33.7130556	-86.8927778	89	292	Brookside	9/4/1980	
207723	Hatton Elementary School	School	CT	9	Hartford	3	413601N	0725116W	41.600376	-72.8545449			NA	NA	67	220	Meriden	8/27/2002	
357061	Darlot	Populated Place	GA	13	Liberty	179	315606N	0813749W	31.9349289	-81.6303907			NA	NA	18	59	Taylors Creek	6/1/1995	
222701	Duffy Gulch	Valley	CA	6	Mendocino	45	392608N	1233527W	39.4354433	-123.5908462	392741N	1233658W	39.4613889	-123.6161111	83	272	Northspur	1/19/1981	
1045056	Riverside High School	School	OH	39	Logan	91	401848N	0835511W	40.3133852	-83.9196595			NA	NA	304	997	De Graff	7/12/1979	
73536	Sherman Cemetery	Cemetery	AR	5	Johnson	71	353333N	0933232W	35.5592494	-93.5421309			NA	NA	216	709	Harmony	4/30/1980	
662807	Wilson Lake	Lake	MN	27	St. Louis	137	471736N	0915003W	47.2934038	-91.8341036			NA	NA	461	1512	Brimson	1/11/1980	6/22/2011
175121	Dyke Creek Campground	Locale	CO	8	Delta	29	390732N	1073334W	39.1255393	-107.5595005			NA	NA	2615	8579	Spruce Mountain	10/13/1978	
566565	French Hill	Summit	ME	23	Somerset	25	445752N	0694941W	44.96444	-69.82795			NA	NA	220	722	Solon	9/30/1980	11/3/2010
325958	Henderson Mill Creek	Stream	GA	13	DeKalb	89	335210N	0841632W	33.8695473	-84.2754783	335103N	0841403W	33.8509367	-84.2340877	264	866	Northeast Atlanta	9/25/1979	
483538	Meyers School (historical)	School	KS	20	Crawford	37	372653N	0945324W	37.448107	-94.8899659			NA	NA	278	912	Grindstone Creek	3/1/1990	
506382	Wells Hollow	Valley	KY	21	Russell	207	370233N	0845531W	37.0425713	-84.925228	370258N	0845459W	37.0494444	-84.9163889	234	768	Eli	9/20/1979	
1052811	Union School (historical)	School	OH	39	Warren	165	391844N	0841121W	39.3122818	-84.1891024			NA	NA	259	850	South Lebanon	2/1/1991	
942546	Ardsley-on-Hudson	Populated Place	NY	36	Westchester	119	410130N	0735213W	41.0250973	-73.8704127			NA	NA	46	151	White Plains	1/23/1980	6/8/2007
681902	Black Watershed Y-36-12 Dam	Dam	MS	28	Holmes	51	331048N	0900842W	33.1801261	-90.145085			NA	NA	54	177	Tchula	12/1/2003	
12141	Tank Canyon	Valley	AZ	4	Pima	19	315106N	1111245W	31.8517509	-111.2125969	315225N	1111301W	31.8736111	-111.2169444	1375	4511	Batamote Hills	2/8/1980	
630507	Lindsey Drain	Canal	MI	26	Shiawassee	155	430347N	0840855W	43.0630825	-84.1485822			NA	NA	224	735	Owosso North	4/14/1980	
731548	Canalou	Populated Place	MO	29	New Madrid	143	364518N	0894113W	36.7550547	-89.6870261			NA	NA	88	289	Morehouse	10/24/1980	3/20/2008
123158	Mount Canaan Church	Church	AL	1	Shelby	117	332600N	0862640W	33.4334409	-86.4444254			NA	NA	180	591	Vincent	9/4/1980	
863856	Apache	Populated Place	NV	32	Lyon	19	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	10/1/1991	
212076	White Oaks	Locale	CT	9	New Haven	9	413012N	0731240W	41.5034292	-73.2112249			NA	NA	75	246	Woodbury	9/12/1979	
473691	Norris School (historical)	School	KS	20	Harvey	79	375903N	0971800W	37.9841782	-97.3000365			NA	NA	447	1467	Sedgwick NE	10/13/1978	10/9/2012
690895	Smith Cemetery	Cemetery	MS	28	Pearl River	109	304849N	0892606W	30.8135205	-89.435061			NA	NA	54	177	Big Swamp	12/1/2003	
533435	Brown Cemetery	Cemetery	LA	22	Sabine	85	314246N	0934351W	31.7126721	-93.7307395			NA	NA	61	200	Zwolle	6/4/1980	
180034	Jack Creek	Stream	CO	8	Pitkin	97	390843N	1063650W	39.1452672	-106.6139211	390914N	1063759W	39.153878	-106.6330884	3290	10794	Mount Champion	10/13/1978	
834754	Williams Ranch	Locale	NE	31	Arthur	5	412449N	1013536W	41.4136002	-101.5932289			NA	NA	1067	3501	Spotted Horse Valley	3/9/1979	
758604	Stephens and Akeman Airport	Airport	MO	29	Chariton	41	392755N	0931141W	39.4653017	-93.1946478			NA	NA	195	640	Brunswick West	8/1/1991	
964982	Shawangunk Lake	Reservoir	NY	36	Orange	71	412645N	0743003W	41.4457386	-74.5007833			NA	NA	234	768	Otisville	1/23/1980	6/24/2011
204750	Silverton	Populated Place	CO	8	San Juan	111	374843N	1073952W	37.811941	-107.6645057			NA	NA	2837	9308	Silverton	10/13/1978	3/21/2008
808093	08S41E18CBBB01 Well	Well	MT	30	Big Horn	3	450758N	1064600W	45.1327558	-106.7667272			NA	NA	1029	3376	Tongue River Dam	8/1/1995	
627566	H Pool	Reservoir	MI	26	Schoolcraft	153	461705N	0855818W	46.2847301	-85.9716033			NA	NA	216	709	Seney	4/14/1980	6/22/2011
355276	Cook Middle School	School	GA	13	Cook	75	310821N	0832551W	31.13908	-83.4307161			NA	NA	73	239	Adel	9/13/1996	
947796	Crosby Vly	Swamp	NY	36	Herkimer	43	431505N	0744829W	43.2514579	-74.8079302			NA	NA	532	1745	Jerseyfield Lake	1/23/1980	
826143	27N59E18CB__01 Well	Well	MT	30	Roosevelt	85	480525N	1040923W	48.0902984	-104.1563281			NA	NA	615	2018	Bainville SW	8/1/1995	
45442	Phoenix Area Heliport	Airport	AZ	4	Maricopa	13	332634N	1120858W	33.4428212	-112.1493174			NA	NA	321	1053	Fowler	8/1/1994	
687150	Alder Grove (historical)	Populated Place	MS	28	Washington	151	331137N	0905435W	33.1937322	-90.9098238			NA	NA	31	102	Swan Lake NW	12/1/2003	
723915	Owl Branch	Stream	MO	29	Grundy	79	400952N	0933416W	40.1644571	-93.5710524	401226N	0933244W	40.2072222	-93.5455556	236	774	Spickard	10/24/1980	
127643	Tallapoosa County Memorial Gardens	Cemetery	AL	1	Tallapoosa	123	324843N	0854220W	32.812072	-85.7055119			NA	NA	227	745	Camp Hill	9/4/1980	
1139257	Camp Moreland Spring	Spring	OR	41	Morrow	49	450012N	1192807W	45.0033128	-119.4686782			NA	NA	1130	3707	Madison Butte	11/28/1980	11/7/2012
285777	Little Reedy Creek	Stream	FL	12	Holmes	59	304355N	0855408W	30.7318559	-85.9021571	304852N	0855559W	30.8143532	-85.9329914	14	46	Ponce de Leon	10/19/1979	
241919	El Rincon	Civil	CA	6	San Bernardino	71	335547N	1173806W	33.9297367	-117.6350524			NA	NA	160	525	Prado Dam	1/19/1981	
28431	Derrick Trail	Trail	AZ	4	Gila	7	342015N	1110452W	34.3375349	-111.0812425			NA	NA	1810	5938	Promontory Butte	2/8/1980	
814241	05N57E34BC__01 Well	Well	MT	30	Fallon	25	460852N	1043412W	46.1477785	-104.5699521			NA	NA	934	3064	Seven-up Butte	8/1/1995	
355141	Chestatee River	Stream	GA	13	Dawson	85	341713N	0835529W	34.2870444	-83.9246261	344014N	0835442W	34.6706481	-83.9115757	326	1070	Chestatee	9/25/1979	
412435	Little Woods Elementary School	School	IL	17	Kane	89	415656N	0881824W	41.9489164	-88.3067432			NA	NA	227	745	Geneva	9/30/1999	
743962	Lone Elm School (historical)	School	MO	29	Cooper	53	385038N	0924517W	38.8439131	-92.7546343			NA	NA	251	823	Bunceton	4/1/1990	1/27/2010
1013780	Mount Zion Church	Church	NC	37	Macon	113	350848N	0832819W	35.1467602	-83.4718234			NA	NA	698	2290	Franklin	6/17/1980	
1138983	Burnt Cabin Creek	Stream	OR	41	Harney	25	435519N	1192841W	43.9218129	-119.4780151	435646N	1193139W	43.9459791	-119.527462	1645	5397	Whiskey Mountain	11/28/1980	
1005861	Deerfield	Populated Place	NC	37	Pitt	147	352820N	0772422W	35.4721071	-77.4060756			NA	NA	15	49	Ayden	12/1/1989	
830354	Jefferson Elementary School	School	NE	31	Madison	119	420214N	0972411W	42.0372268	-97.4031072			NA	NA	463	1519	Norfolk	1/1/2000	
365055	Pu‘uwahi	Summit	HI	15	Hawaii	1	193159N	1552734W	19.5331388	-155.4594612			NA	NA	3026	9928	Puuulaula	12/1/1989	3/7/2013
135852	Big Ridge Mine	Mine	AL	1	Walker	127	334355N	0871400W	33.7320523	-87.2333353			NA	NA	148	486	Goodsprings	12/1/2003	
451452	Shiloh Church	Church	IN	18	Lawrence	93	385216N	0863356W	38.8711612	-86.5655508			NA	NA	190	623	Bedford West	2/14/1979	
622394	Butternut Lake	Lake	MI	26	Montcalm	117	431910N	0853256W	43.3195706	-85.5488619			NA	NA	267	876	Sand Lake	4/14/1980	6/22/2011
336081	Etowah River Watershed Dam Number 13	Dam	GA	13	Dawson	85	342406N	0840330W	34.4017621	-84.0582444			NA	NA	352	1155	Dawsonville	9/1/1992	
57086	Lanty	Populated Place	AR	5	Conway	29	352011N	0924109W	35.3364694	-92.6857185			NA	NA	137	449	Solgohachia	4/30/1980	
1072727	Islamic Center of Dayton	Church	OH	39	Montgomery	113	394520N	0841034W	39.7556146	-84.1760507			NA	NA	232	761	Dayton North	8/1/1992	
365345	Pu‘uali‘i	Summit	HI	15	Hawaii	1	185440N	1554040W	18.9110569	-155.6777716			NA	NA	4	13	Kalae	9/30/2003	3/7/2013
215113	Star Hill African Methodist Episcopal Church	Church	DE	10	Kent	1	390606N	0753209W	39.1017793	-75.5357574			NA	NA	9	30	Wyoming	7/1/1982	
956846	McPherson Cove	Populated Place	NY	36	Livingston	51	424723N	0774225W	42.7897857	-77.7069437			NA	NA	251	823	Livonia	1/23/1980	
602460	Ludlow Center Cemetery	Cemetery	MA	25	Hampden	13	421122N	0722738W	42.1895375	-72.4606409			NA	NA	84	276	Ludlow	8/27/2002	
194225	Turner Mine	Mine	CO	8	Huerfano	55	374249N	1045258W	37.7136219	-104.8827674			NA	NA	1929	6329	Black Hills	10/13/1978	
77704	Mount Carmel Methodist Church	Church	AR	5	Saline	125	343641N	0923201W	34.6114817	-92.5334929			NA	NA	122	400	Benton	4/30/1980	4/3/2007
593693	Jonathans Delight	Populated Place	MD	24	Baltimore	5	392908N	0764224W	39.4856614	-76.70664			NA	NA	185	607	Cockeysville	6/1/1994	
855403	Double H Mine	Mine	NV	32	Lander	15	393030N	1170012W	39.5082591	-117.0034212			NA	NA	2022	6634	Yankee Blade	7/1/1991	
691900	Graham	Populated Place	MS	28	Union	145	343258N	0884736W	34.5495437	-88.7933911			NA	NA	165	541	Pleasant Ridge	9/24/1980	
713225	Allen School	School	MO	29	Lewis	111	401342N	0914242W	40.2283769	-91.7115524			NA	NA	208	682	Benjamin	10/24/1980	
457296	Hartgrave Creek	Stream	IA	19	Butler	23	424354N	0925655W	42.7316414	-92.9485295	424445N	0930607W	42.7458066	-93.1018655	293	961	Dumont South	4/30/1979	
1041399	Haubner Field	Park	OH	39	Hamilton	61	391213N	0843612W	39.2036688	-84.6032788			NA	NA	277	909	Cincinnati West	7/12/1979	
737616	Scott School (historical)	School	MO	29	Ste. Genevieve	186	375445N	0902443W	37.9125523	-90.4120676			NA	NA	255	837	French Village	3/1/1991	
506886	Wilson Cemetery	Cemetery	KY	21	Green	87	371304N	0852504W	37.2178396	-85.4177419			NA	NA	239	784	Gresham	9/20/1979	
967350	The Vlaie	Lake	NY	36	Schoharie	95	423153N	0741814W	42.5314417	-74.3040148			NA	NA	357	1171	Middleburgh	1/23/1980	6/24/2011
383736	Iowa Creek	Stream	ID	16	Bonneville	19	430853N	1111447W	43.1479742	-111.2463315	430623N	1111310W	43.106308	-111.2193855	1859	6099	Poker Peak	6/21/1979	
649873	Red River	Stream	MN	27	Douglas	41	463856N	0921411W	46.6488304	-92.2363041	463708N	0922059W	46.6188315	-92.3496371	184	604	West Duluth	1/11/1980	
655722	Chub Lake	Lake	MN	27	Cass	21	465540N	0943621W	46.9278239	-94.6057314			NA	NA	424	1391	Hackensack	1/11/1980	6/22/2011
721642	Lower Hepsida School	School	MO	29	Dent	65	372919N	0914351W	37.4886552	-91.7307062			NA	NA	348	1142	Montauk	10/24/1980	
1042448	Lawrence Playground	Park	OH	39	Stark	151	404752N	0812534W	40.797836	-81.426227			NA	NA	334	1096	Canton West	7/12/1979	
79092	Shiloh	Populated Place	AR	5	Drew	43	333022N	0915858W	33.506222	-91.9829126			NA	NA	34	112	Wilmar South	9/1/1993	
877842	Little Hurricane Branch	Stream	NJ	34	Ocean	29	395913N	0742314W	39.9868208	-74.3872905	395921N	0742503W	39.9891667	-74.4175	29	95	Whiting	9/8/1979	4/15/2013
675330	Otter Lake	Lake	MS	28	Tallahatchie	135	335814N	0901147W	33.9706772	-90.1962556			NA	NA	44	144	Tippo	9/24/1980	6/22/2011
733319	Cedar Valley School (historical)	School	MO	29	Taney	213	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	10/1/1990	
992684	Poplar Cove Church	Church	NC	37	Wilkes	193	361921N	0811956W	36.322629	-81.3323177			NA	NA	542	1778	Horse Gap	6/17/1980	
1000173	Walkers Lake	Reservoir	NC	37	Forsyth	67	360836N	0800432W	36.1432363	-80.0754239			NA	NA	290	951	Belews Creek	1/1/2000	6/24/2011
312491	Cedar Rock Cemetery	Cemetery	GA	13	Butts	35	332050N	0835750W	33.3473414	-83.9637985			NA	NA	215	705	Jackson	9/25/1979	
689333	Pullen	Populated Place	MS	28	Coahoma	27	340918N	0903931W	34.1551084	-90.6587115			NA	NA	49	161	Sherard	12/1/2003	
982257	Bunker Hill Covered Bridge	Bridge	NC	37	Catawba	35	354317N	0810655W	35.7215222	-81.1153578			NA	NA	237	778	Catawba	6/17/1980	
425873	Messiah Lutheran Church	Church	IL	17	Henry	73	410946N	0900247W	41.1628148	-90.0465027			NA	NA	259	850	Galva	3/1/1992	
1059750	Adams Marina	Locale	OH	39	Hamilton	61	390608N	0842606W	39.1022825	-84.434941			NA	NA	148	486	Newport	11/1/1990	
1040520	Fleischmann Gardens	Park	OH	39	Hamilton	61	390847N	0842944W	39.1464482	-84.4954984			NA	NA	223	732	Cincinnati East	7/12/1979	
1036177	City of Nekoma	Civil	ND	38	Cavalier	19	483434N	0982231W	48.5762292	-98.3752665			NA	NA	494	1621	Billings Lake	9/1/1995	2/6/2013
764243	First Central Services Lake Dam	Dam	MO	29	Jefferson	99	382654N	0904254W	38.4483866	-90.7151296			NA	NA	152	499	Pacific	3/1/1995	
352711	WJGA-FM (Jackson)	Tower	GA	13	Butts	35	331637N	0835759W	33.2770656	-83.9662988			NA	NA	215	705	Jackson	8/1/1994	
532740	Bayou Portuguese	Gut	LA	22	Lafourche	57	293537N	0902411W	29.5935485	-90.4031377			NA	NA	1	3	Larose	6/4/1980	
875119	Camp Brady	Locale	NJ	34	Somerset	35	404147N	0744320W	40.69649	-74.7221065			NA	NA	61	200	Gladstone	9/8/1979	
556666	Briarwood Baptist Church	Church	LA	22	Washington	117	305956N	0895647W	30.9987931	-89.9464707			NA	NA	83	272	State Line	12/1/1991	4/13/2007
