"","FEATURE_ID","FEATURE_NAME","FEATURE_CLASS","STATE_ALPHA","COUNTY_NAME","lat","long","ELEV_IN_M","ELEV_IN_FT","classID","ID","percentM","percentF","Group"
"322716",362684,"Noguchi Tunnel","Tunnel","HI","Hawaii",19.2744444,-155.5002778,1173,3848,44,362684,27.9742050255726,27.9720753693914,1
"270189",308842,"WKGC-AM (Panama City Beach)","Tower","FL","Bay",30.1760357,-85.8007655,2,7,46,308842,1.9346230820547,1.93845736749356,1
"579151",640496,"Broken Arrow Slough","Gut","MN","Houston",43.7863559,-91.2623584,192,630,52,640496,6.15966199688681,6.16104107360716,2
"59122",66268,"Blythes Museum","Building","AR","Scott",34.913432,-94.0940967,207,679,28,66268,6.49321770068935,6.4931543988071,1
"491308",551331,"Our Lady of La Salete Catholic Church","Church","LA","Calcasieu",30.2446496,-93.3846006,4,13,38,551331,1.97909717589504,1.97912430527315,1
"507268",567859,"Heald Pond","Lake","ME","Somerset",45.3622589,-70.2441513,404,1325,18,567859,10.8739159439626,10.8716280330758,1
"851861",926354,"11231 Water Well","Well","NM","Roosevelt",33.8942563,-103.2135602,1280,4199,14,926354,30.3535690460307,30.3510912294971,2
"388307",436814,"Indianola Park","Park","IN","Marion",39.7667101,-86.1935988,214,702,3,436814,6.64887702913053,6.64904432696218,1
"573104",634441,"Partridge Lake","Lake","MI","Keweenaw",47.419817,-88.0078351,304,997,18,634441,8.65021125194574,8.64850210112512,2
"178531",216172,"Owens","Populated Place","DE","Sussex",38.8056691,-75.5260352,16,52,15,216172,2.24594173893707,2.24345940084045,1
"655350",726778,"South Platte Church","Church","MO","Platte",39.228058,-94.7341266,298,978,38,726778,8.51678897042473,8.5197234648231,2
"925008",1003835,"Saint Paul Church","Church","NC","Lenoir",35.2482192,-77.5763572,9,30,38,1003835,2.09028241049589,2.09434729564864,2
"293969",333114,"Star Point","Populated Place","GA","Carroll",33.45678,-85.0841102,328,1076,15,333114,9.1839003780298,9.18395011522299,1
"417840",466562,"Macedonia Post Office (historical)","Post Office","IA","Pottawattamie",41.1941614,-95.4419447,330,1083,57,466562,9.22837447187014,9.23139487596584,1
"799582",873387,"Concord Hospital Heliport","Airport","NH","Merrimack",43.1981365,-71.5622945,118,387,53,873387,4.51412052479431,4.51403009353396,2
"701510",774290,"Mission H Canal","Canal","MT","Sanders",47.3432634,-114.279285,792,2598,8,774290,19.5018901489882,19.4997966653111,2
"214548",252430,"Park Canyon","Valley","CA","Ventura",34.7094271,-119.2073328,1367,4485,2,252430,32.2881921280854,32.2895485969906,1
"374886",423126,"Rockdale Junction","Populated Place","IL","Will",41.5641974,-88.106727,186,610,15,423126,6.0262397153658,6.02548461434187,1
"376931",425243,"Newbold Cemetery","Cemetery","IL","Johnson",37.5775504,-88.813674,172,564,26,425243,5.71492105848343,5.71370475803172,1
"723809",796875,"Black Coulee Reservoir Dam","Dam","MT","Rosebud",46.4033288,-106.6722595,818,2684,22,796875,20.0800533689126,20.0826894401518,2
"561828",623158,"Cherry Grove School","School","MI","Cass",41.9628237,-86.0783435,254,833,7,623158,7.53835890593729,7.53693913514979,2
"745317",818558,"12N18W12BABB01 Well","Well","MT","Missoula",46.8210374,-113.8087119,1013,3323,14,818558,24.4162775183456,24.4137183136776,2
"564488",625819,"False Presque Isle","Island","MI","Presque Isle",45.2641818,-83.3991434,186,610,36,625819,6.0262397153658,6.02548461434187,2
"785337",858980,"Boulder Basin","Basin","NV","Elko",41.973791,-115.9364823,1905,6250,12,858980,44.2517233711363,44.252406127152,2
"440498",489434,"Chestnut Grove Cemetery","Cemetery","KY","Hart",37.318943,-85.8935805,299,981,26,489434,8.5390260173449,8.54005693371289,1
"179743",217409,"Terrapin Pond","Stream","DE","Sussex",38.5192817,-75.4529754,10,33,1,217409,2.11251945741606,2.11468076453843,1
"807699",881594,"Washington Elementary School","School","NJ","Essex",40.8531551,-74.2770923,97,318,7,881594,4.04714253947076,4.04636030906873,2
"924771",1003595,"Leggett Park","Populated Place","NC","Edgecombe",0,0,0,0,15,1003595,1.89014898821436,1.89101260675071,2
"575754",637092,"Saint Vital Shoal","Bar","MI","Chippewa",45.9458517,-83.9811168,177,581,40,637092,5.82610629308428,5.82892774840721,2
"291207",330328,"Wolf Cave Mountain","Summit","GA","Bartow",34.3117591,-84.9760552,342,1122,6,330328,9.49521903491216,9.49572997153314,1
"512011",572604,"Oak Hill Cemetery","Cemetery","ME","Waldo",44.6417396,-68.8480908,45,148,26,572604,2.89081609962197,2.89413040531381,1
"973579",1053005,"Chestnut Elementary School","School","OH","Ashtabula",41.9569994,-80.5647972,193,633,7,1053005,6.18189904380698,6.18137454249695,2
"365619",413819,"Morgan Park High School","School","IL","Cook",41.6922561,-87.6653267,189,620,7,413819,6.09295085612631,6.09326284397452,1
"1000475",1080059,"Chapel Number 2","Church","OH","Franklin",39.8225636,-82.9332354,225,738,38,1080059,6.89348454525239,6.89304595363969,2
"729024",802128,"Kerns","Populated Place","MT","Gallatin",45.7115962,-111.1446735,1416,4646,15,802128,33.3778074271737,33.3807780940762,2
"932628",1011531,"Glencannon Falls","Falls","NC","Transylvania",35.225948,-82.6967914,705,2313,30,1011531,17.5672670669335,17.5681171207808,2
"189165",226870,"Larch Clover Park","Park","CA","San Joaquin",37.7660397,-121.4430013,3,10,3,226870,1.95686012897487,1.95879083638335,1
"659941",731440,"Reliance Hill","Summit","MO","Franklin",0,0,0,0,6,731440,1.89014898821436,1.89101260675071,2
"1037595",1133869,"Pringle Gulch","Valley","OR","Crook",44.1884657,-120.45556,1061,3481,2,1133869,25.4836557705137,25.4846143418734,2
"136613",173168,"Burke Spring Creek","Stream","CO","Grand",40.1269295,-106.4930907,2407,7897,1,173168,55.4147209250612,55.4154805476481,1
"346710",393346,"White Knob","Summit","ID","Custer",43.8768296,-113.7194395,3209,10528,6,393346,73.2488325550367,73.2479327639962,1
"907109",985705,"Gilwood Church","Church","NC","Cabarrus",35.454861,-80.7336818,237,778,38,985705,7.16032910829442,7.16415887217026,2
"815323",889371,"Garza Canyon","Valley","NM","Mora",35.8008729,-104.6861019,1812,5945,2,889371,42.1836780075606,42.1851701233564,2
"867455",945152,"Bullhead Pond","Lake","NY","Saratoga",43.3736621,-74.0602205,706,2316,18,945152,17.5895041138537,17.5884505896706,2
"632605",695105,"Watkins Branch","Stream","MS","Tippah",34.9900899,-88.9881175,146,479,1,695105,5.13675783855904,5.13758980615426,2
"515072",575672,"Snare Creek","Stream","ME","Washington",44.5511893,-67.6399945,0,0,1,575672,1.89014898821436,1.89101260675071,2
"818229",892289,"Mountain View School","School","NM","Quay",35.1633898,-103.7194105,1247,4091,7,892289,29.6197464976651,29.6190863494646,2
"927137",1005992,"Woodsdale","Populated Place","NC","Cleveland",35.3229081,-81.5014784,280,919,15,1005992,8.11652212586169,8.11983190999051,2
"217794",255745,"The Washboard","Flat","CA","Fresno",36.1166209,-120.1343065,144,472,16,255745,5.0922837447187,5.09014504541141,1
"321988",361949,"Maalo","Civil","HI","Maui",20.6533333,-156.1113889,413,1355,42,361949,11.0740493662442,11.0749627219737,1
"346569",393202,"West Fork Springfield Creek","Stream","ID","Valley",44.7849061,-115.3201078,2008,6588,1,393202,46.5421392039137,46.5433102887353,1
"208320",246145,"Montgomery Heights Elementary School","School","CA","San Diego",32.7225522,-117.0341947,133,436,7,246145,4.84767622859684,4.8461434187339,1
"247131",285508,"Lighthouse Pool","Lake","FL","Wakulla",30.0751504,-84.1771036,0,0,18,285508,1.89014898821436,1.89101260675071,1
"288225",327327,"Calvary Church","Church","GA","Putnam",33.3165215,-83.4259973,139,456,38,327327,4.98109851011786,4.98169987799919,1
"620013",682446,"Lake Whiteside Dam","Dam","MS","Monroe",34.0601091,-88.5000448,73,239,22,682446,3.5134534133867,3.51091229497086,2
"265686",304161,"East Beach","Beach","FL","Pinellas",27.6364213,-82.6989886,0,0,56,304161,1.89014898821436,1.89101260675071,1
"129479",165986,"Nauvoo Division","Civil","AL","Walker",33.9494,-87.4630869,189,620,42,165986,6.09295085612631,6.09326284397452,1
"241061",279415,"Broad Creek","Gut","FL","Hillsborough",27.8278034,-82.4970397,0,0,52,279415,1.89014898821436,1.89101260675071,1
"626568",689028,"Hudson Cemetery","Cemetery","MS","Jackson",30.5313083,-88.5466845,5,16,26,689028,2.00133422281521,1.99945777416294,2
"221666",259645,"Dyer Creek","Stream","CA","Trinity",40.8640258,-123.4528211,290,951,1,259645,8.33889259506338,8.33672224481497,1
"486198",546178,"San Miquel Bayou Oil and Gas Field","Oilfield","LA","Sabine",31.7723904,-93.5599012,75,246,59,546178,3.55792750722704,3.5583570557137,1
"678495",750487,"Jackson Hollow","Valley","MO","Christian",36.9747762,-93.0085099,324,1063,2,750487,9.09495219034912,9.09583841670056,2
"1007174",1089485,"Lake of the Arbuckles","Reservoir","OK","Murray",34.4451613,-97.0184295,266,873,13,1089485,7.80520346897932,7.80805205368036,2
"709212",782015,"Cyclone Creek","Stream","MT","Carbon",45.114945,-109.2993221,1885,6184,1,782015,43.8069824327329,43.8050698115765,2
"466743",515837,"Swim Branch","Stream","KY","Rowan",38.3345242,-83.3440715,277,909,1,515837,8.04981098510118,8.05205368035787,1
"375130",423370,"Apostolic Revival Church","Church","IL","Madison",38.8964358,-89.9645467,163,535,38,423370,5.51478763620191,5.51714789209706,1
"477839",537704,"Normandy Brake","Swamp","LA","Concordia",31.5481419,-91.7743106,14,46,32,537704,2.20146764509673,2.20279246306086,1
"467021",516116,"Upper Colony Church","Church","KY","Laurel",37.1495308,-84.1704887,378,1240,38,516116,10.2957527240382,10.2955130811983,1
"256982",295407,"Liberty Point","Populated Place","FL","Glades",26.8114513,-80.9861765,4,13,15,295407,1.97909717589504,1.97912430527315,1
"728031",801123,"Main Fork Little Creek","Stream","MT","Lewis and Clark",46.9932759,-112.1222284,1218,3996,1,801123,28.9748721369802,28.9751931679545,2
"432233",481135,"Labette County Fairgrounds","Locale","KS","Labette",37.1903449,-95.3049709,274,899,4,481135,7.98309984434067,7.98427545072523,1
"343622",390249,"Sheep Peak","Summit","ID","Adams",44.9040453,-116.7937689,1598,5243,6,390249,37.4249499666444,37.4271384031449,1
"600336",661761,"Little Mud Hen Lake","Lake","MN","St. Louis",47.3515543,-92.3209549,416,1365,18,661761,11.1407605070047,11.1427409516063,2
"1013901",1096270,"Omega Cemetery","Cemetery","OK","Kingfisher",35.8842078,-98.197842,380,1247,26,1096270,10.3402268178786,10.3429578419412,2
"693876",766349,"Township of Beaver Dam","Civil","MO","Butler",36.7044775,-90.5414496,141,463,42,766349,5.02557260395819,5.02914463874204,2
"654996",726413,"Short Branch","Stream","MO","Hickory",37.8794786,-93.2904743,256,840,1,726413,7.58283299977763,7.58438389589264,2
"898200",976527,"Kyle Cemetery","Cemetery","NY","St. Lawrence",44.8561632,-74.8476946,82,269,26,976527,3.71358683566822,3.71424698386878,2
"812355",886380,"Bill Jones Ranch","Locale","NM","Otero",32.0206641,-105.4758011,1408,4619,4,886380,33.1999110518123,33.197776874068,2
"874475",952178,"Hans Vosen Kill","Stream","NY","Greene",42.2250878,-73.8695734,8,26,1,952178,2.06804536357572,2.06723600379558,2
"95949",130965,"Dollarhide Camp Lake","Reservoir","AL","Greene",32.7401316,-87.8550134,29,95,13,130965,2.53502334889927,2.53490578826081,1
"481811",541690,"Cloud Creek","Stream","LA","Natchitoches",31.9690499,-93.0826631,31,102,1,541690,2.5794974427396,2.58235054900366,1
"628466",690939,"Tylertown","Populated Place","MS","Walthall",31.1160119,-90.1420331,89,292,15,690939,3.86924616410941,3.87013691202386,2
"964322",1043726,"Mulga Run","Stream","OH","Hocking",39.0995174,-82.4834913,201,659,1,1043726,6.35979541916833,6.35759793954182,2
"1030484",1126555,"Sand Gap","Gap","OR","Harney",43.1884915,-118.4321404,1270,4167,20,1126555,30.131198576829,30.1342008946726,2
"39636",46652,"Black Bayou","Stream","AR","Jefferson",34.3181526,-91.9295818,58,190,1,46652,3.17989770958417,3.17879896977091,1
"605962",668355,"Chatawa Mission","Church","MS","Pike",31.0718446,-90.4812078,104,341,38,668355,4.20280186791194,4.2022502372238,2
"768872",842359,"Murray Canyon","Valley","NV","Humboldt",41.6093427,-118.5935004,1318,4324,2,842359,31.1985768289971,31.1983190999051,2
"260804",299249,"Tuttle Elementary School","School","FL","Sarasota",27.3439345,-82.5106523,8,26,7,299249,2.06804536357572,2.06723600379558,1
"315319",355227,"Cokesbury Church","Church","GA","Hart",34.3017728,-82.8337491,215,705,38,355227,6.6711140760507,6.66937779585197,1
"769030",842518,"North Fork Overton Wash","Stream","NV","Clark",36.5183073,-114.5252618,560,1837,1,842518,14.342895263509,14.341873390267,2
"950929",1030249,"Minot","Populated Place","ND","Ward",48.2325095,-101.2962732,491,1611,15,1030249,12.8085390260173,12.8100854005693,2
"219990",257963,"Captain John Mountain","Summit","CA","Humboldt",41.0659634,-123.6270002,1073,3520,6,257963,25.7505003335557,25.7489494374407,1
"375502",423757,"Clay School (historical)","School","IL","Jo Daviess",42.2547407,-89.9306789,311,1020,7,423757,8.80587058038692,8.80439202928019,1
"470034",529817,"Embassy of Portugal","Building","DC","District of Columbia",38.9184447,-77.0496994,47,154,28,529817,2.93529019346231,2.9347973430934,1
"950371",1029688,"Johnsons Lake","Lake","ND","Burke",48.7469776,-102.5945448,736,2415,18,1029688,18.2566155214587,18.2594550630338,2
"408320",456955,"Good Hope Cemetery","Cemetery","IA","Cherokee",42.661928,-95.526116,427,1401,26,456955,11.3853680231265,11.3867425782839,1
"542546",603549,"Holyoke Mini-Mall","Locale","MA","Hampden",42.187592,-72.650924,101,331,4,603549,4.13609072715143,4.13447200759116,2
"131311",167826,"Savoy Post Office (historical)","Post Office","AL","Marion",0,0,0,0,57,167826,1.89014898821436,1.89101260675071,1
"31608",37183,"Box Canyon","Valley","AZ","Pima",32.3350749,-110.9075941,917,3008,2,37183,22.2815210140093,22.2787040802494,1
"809220",883125,"Wrights Millpond","Reservoir","NJ","Gloucester",39.6848364,-75.1768471,30,98,13,883125,2.55726039581944,2.5552392571506,2
"343287",389914,"Sanitary Spring","Spring","ID","Twin Falls",42.138629,-114.3484988,1952,6404,11,389914,45.2968645763843,45.2961908634946,1
"408359",456994,"Grace Church","Church","IA","Scott",41.5153099,-90.6212493,178,584,38,456994,5.84834334000445,5.849261217297,1
"43043",50091,"Higden","Populated Place","AR","Cleburne",35.5734108,-92.2032085,160,525,15,50091,5.44807649544141,5.44936966246442,1
"378915",427254,"Saint Joseph Hospital Medical Center Heliport","Airport","IL","Kane",42.0369708,-88.3250795,250,820,53,427254,7.44941071825662,7.44882743662735,1
"598654",660072,"Hook Spray Airport","Airport","MN","Sherburne",45.3207979,-93.7074673,284,932,53,660072,8.20547031354236,8.20794360851295,2
"718077",790917,"South Fork Bristow Creek","Stream","MT","Lincoln",48.5624553,-115.4029467,1195,3921,1,790917,28.4634200578163,28.4668564457096,2
"1018186",1100596,"Ludlow","Populated Place","OK","Le Flore",34.536213,-94.8507834,313,1027,15,1100596,8.85034467422726,8.85183679002304,2
"735982",809218,"05S46E20CDAB03 Well","Well","MT","Powder River",45.3833283,-106.0838991,1005,3297,14,809218,24.2383811429842,24.2374949166328,2
"12106",12558,"Tolah Nascin","Reservoir","AZ","Navajo",36.0162286,-110.7497961,1828,5997,13,12558,42.5394707582833,42.5376169174461,1
"561488",622818,"Caruthers Lake","Lake","MI","Allegan",42.5281917,-85.6642598,248,814,18,622818,7.40493662441628,7.40816049884777,2
"877116",954829,"Kumph Pond","Lake","NY","Essex",43.9294613,-73.6150724,308,1010,18,954829,8.73915943962642,8.73661379964755,2
"845971",920372,"Kimbrough (historical)","Locale","NM","Lea",0,0,0,0,4,920372,1.89014898821436,1.89101260675071,2
"84855",119836,"Hatch Cemetery","Cemetery","AL","Perry",32.5948549,-87.5208367,49,161,26,119836,2.97976428730265,2.98224210383625,1
"250488",288871,"Pine Island","Island","FL","Brevard",28.4919448,-80.7272751,0,0,36,288871,1.89014898821436,1.89101260675071,1
"1012803",1095164,"Martin Lake","Reservoir","OK","Atoka",34.624681,-95.968215,199,653,13,1095164,6.315321325328,6.31693100176223,2
"39498",46511,"Big Branch","Stream","AR","Grant",34.1700983,-92.3115396,64,210,1,46511,3.31331999110518,3.31435542903619,1
"960815",1040210,"English Cemetery","Cemetery","OH","Darke",40.2497701,-84.459951,307,1007,26,1040210,8.71692239270625,8.71628033075776,2
"761419",834795,"Wilson Creek","Stream","NE","Otoe",40.7905576,-96.1125087,346,1135,1,834795,9.58416722259284,9.58384167005558,2
"210506",248334,"Fred H Rohr Elementary School","Park","CA","San Diego",32.6650538,-117.0350272,23,75,3,248334,2.40160106737825,2.39934932899553,1
"880914",958632,"Number Eight Mountain","Summit","NY","Warren",43.7647859,-73.6715148,592,1942,6,958632,15.0544807649544,15.0535448014098,2
"415883",464585,"Howardville","Populated Place","IA","Floyd",43.1908061,-92.7124132,347,1138,15,464585,9.60640426951301,9.60417513894537,1
"411731",460382,"Poyner Creek","Stream","IA","Black Hawk",42.433322,-92.2374051,249,817,1,460382,7.42717367133645,7.42849396773756,1
"495454",555585,"Palmer Lake","Lake","LA","Beauregard",30.8470135,-93.5600374,20,66,18,555585,2.33488992661775,2.33834892232615,1
"611937",674341,"Mount Zion Church","Church","MS","Lawrence",31.6937767,-90.2398108,92,302,38,674341,3.93595730486991,3.9379151416565,2
"369461",417667,"Saint Patrick's Cemetery","Cemetery","IL","Lee",41.7022554,-89.3437062,223,732,26,417667,6.84901045141205,6.85237901586011,1
"29854",35426,"Townsend Butte","Summit","AZ","Yavapai",34.2766966,-112.2112725,1198,3930,6,35426,28.5301311985768,28.527856852379,1
"1043299",1139681,"China Gulch","Valley","OR","Jackson",42.2395682,-123.0708784,435,1427,2,1139681,11.5632643984879,11.5629659753287,2
"1003951",1083578,"Pickerington High School","School","OH","Licking",39.8886748,-82.7593385,258,846,7,1083578,7.62730709361797,7.62505083367222,2
"578378",639722,"Battle Creek Lake","Lake","MN","Washington",44.9448452,-92.9719672,291,955,18,639722,8.36112964198355,8.36383353666802,2
"106894",142130,"Northgate Shopping Center","Locale","AL","Lauderdale",34.8536978,-87.6916951,180,591,4,142130,5.89281743384478,5.89670597803985,1
"249441",287823,"North Horseshoe Island","Island","FL","Indian River",27.7891938,-80.4247735,0,0,36,287823,1.89014898821436,1.89101260675071,1
"901765",980350,"Atkins High School","School","NC","Forsyth",36.1101373,-80.2222706,279,915,7,980350,8.09428507894152,8.09272061813745,2
"774025",847606,"Whitman Spring","Spring","NV","Lyon",39.2068594,-119.4593336,2046,6713,11,847606,47.3871469868801,47.3905381591433,2
"521404",582056,"WMEF-FM (Fort Kent)","Tower","ME","Aroostook",47.25809,-68.55832,309,1014,46,582056,8.76139648654659,8.76372509150061,2
"608014",670411,"Gin Lake","Lake","MS","Hinds",32.3398686,-90.6981567,36,118,18,670411,2.69068267734045,2.69079571641589,2
"16968",22443,"Carter Canyon Number Thirty four Trail","Trail","AZ","Graham",32.765346,-109.9811921,1542,5059,25,22443,36.179675339115,36.1800189779043,1
"495000",555131,"Lone Pine Baptist Church","Church","LA","Franklin",32.1951508,-91.570399,26,85,38,555131,2.46831220813876,2.46712755862817,1
"44444",51499,"Lower Cutoff Creek","Stream","AR","Drew",33.7051071,-91.6245711,49,161,1,51499,2.97976428730265,2.98224210383625,1
"485589",545566,"Racoon Lake (historical)","Lake","LA","Avoyelles",31.3201827,-92.0762385,11,36,18,545566,2.13475650433622,2.13501423342822,1
"660510",732022,"Gill Bridge","Bridge","MO","Lewis",0,0,0,0,41,732022,1.89014898821436,1.89101260675071,2
"705859",778650,"Wolf Point","Cape","MT","Cascade",47.2893937,-111.7610967,1216,3989,5,778650,28.9303980431399,28.9277484072116,2
"91251",126252,"Salem Church","Church","AL","Jackson",34.4934206,-86.0416443,363,1191,38,126252,9.96219702023571,9.96339975599837,1
"150538",187138,"Argentine Mine","Mine","CO","San Miguel",37.9358276,-107.7545058,3507,11506,9,187138,79.875472537247,79.8766436220686,1
"952478",1031800,"School Number 3","School","ND","Eddy",47.6491655,-99.181229,468,1535,7,1031800,12.2970869468535,12.2949708553613,2
"128467",164961,"L and M Dam","Dam","AL","St. Clair",33.7212754,-86.4501332,209,686,22,164961,6.53769179452969,6.54059915954995,1
"764162",837600,"Brewster Field Airport","Airport","NE","Phelps",40.4486534,-99.3395616,703,2306,53,837600,17.5227929730932,17.520672360038,2
"996403",1075950,"Grant Hollow","Valley","OH","Monroe",39.7284068,-81.0570488,255,837,2,1075950,7.56059595285746,7.56405042700285,2
"45456",52519,"Mud Lake","Gut","AR","Crittenden",34.9159294,-90.3539874,58,190,52,52519,3.17989770958417,3.17879896977091,1
"20549",26085,"Bear Creek","Stream","AZ","Yavapai",34.3166953,-112.30322,1262,4140,1,26085,29.9533022014676,29.9511996746645,1
"208713",246539,"Nifty Rock","Island","CA","Santa Barbara",34.0727736,-120.3601481,0,0,36,246539,1.89014898821436,1.89101260675071,1
"529546",590308,"Klee Mill","Populated Place","MD","Carroll",39.4662136,-76.9697026,147,482,15,590308,5.15899488547921,5.15792327504406,2
"971249",1050672,"North Watertown School (historical)","School","OH","Washington",39.50174,-81.6470737,247,810,7,1050672,7.38269957749611,7.38104920699471,2
"145104",181683,"Columbia Heights School (historical)","School","CO","Jefferson",39.7627646,-105.0574834,1672,5485,7,181683,39.0704914387369,39.0673715602548,1
"177388",214998,"Highland Mennonite School","School","DE","New Castle",39.6495149,-75.6416421,24,79,7,214998,2.42383811429842,2.42646062084858,1
"636001",707184,"Zion Hill Primitive Baptist Church","Church","MS","Leake",32.8431889,-89.4186808,140,459,38,707184,5.00333555703803,5.00203334688898,2
"855382",929894,"10019 Water Well","Well","NM","McKinley",35.6250204,-108.7661965,2024,6640,14,929894,46.8979319546364,46.895757082825,2
"884217",961942,"Puffer Pond Brook","Stream","NY","Warren",43.6675651,-74.234588,524,1719,1,961942,13.5423615743829,13.5420902806019,2
"826235",900389,"Wetback Tank","Reservoir","NM","Sierra",32.9339644,-107.0111305,1411,4629,13,900389,33.2666221925728,33.2655551037007,2
"19942",25474,"San Cristobal Valley","Valley","AZ","Yuma",32.7889354,-113.7438133,97,318,2,25474,4.04714253947076,4.04636030906873,1
"731887",805033,"SW NE Section 12 Mine","Mine","MT","Powell",46.4582641,-112.4194652,1701,5581,9,805033,39.7153657994218,39.7180425647282,2
"854556",929052,"Shiprock Substation","Locale","NM","San Juan",36.7969445,-108.4764718,1635,5364,4,929052,38.2477207026907,38.2472549816999,2
"595919",657312,"Marathon Lake","Lake","MN","Lake",47.8356132,-91.3728993,467,1532,18,657312,12.2748498999333,12.2746373864715,2
"503305",563893,"Chase Stream","Stream","ME","Somerset",45.4444927,-69.8878382,232,761,1,563893,7.04914387369357,7.04893588179477,1
"169183",206679,"Devon","Populated Place","CT","New Haven",41.2023193,-73.101775,8,26,15,206679,2.06804536357572,2.06723600379558,1
"93578",128588,"Warren Smith Hill","Summit","AL","Jackson",34.8003594,-85.7519172,449,1473,6,128588,11.8745830553702,11.8747458316389,1
"170558",208060,"In Memoriam Cemetery","Cemetery","CT","New Haven",41.4698196,-72.8067658,45,148,26,208060,2.89081609962197,2.89413040531381,1
"28023",33581,"Reservation Lake","Reservoir","AZ","Apache",33.8447926,-109.506401,2755,9039,13,33581,63.15321325328,63.1557543716958,1
"743982",817223,"10N03W14ADD_01 Well","Well","MT","Lewis and Clark",46.6254909,-111.9366588,1150,3773,14,817223,27.4627529464087,27.4637386471465,2
"797857",871635,"Carter Notch Trail","Trail","NH","Carroll",44.224511,-71.1875732,587,1926,25,871635,14.9432955303536,14.9450996339976,2
"898982",977310,"Albany","Populated Place","NY","Albany",42.6525793,-73.7562317,45,148,15,977310,2.89081609962197,2.89413040531381,2
"458432",507475,"Beech Bottom","Populated Place","KY","Casey",37.3703512,-84.9352315,264,866,15,507475,7.76072937513898,7.76060729293751,1
"437328",486254,"Bald Alley","Ridge","KY","Crittenden",37.3867149,-87.9427971,168,551,24,486254,5.62597287080276,5.62559305950929,1
"613997",676408,"Pryor Cemetery","Cemetery","MS","Tate",34.7659322,-89.7906425,113,371,26,676408,4.40293529019346,4.40558492612173,2
"864898",942594,"Arthur Kill","Stream","NY","Richmond",40.500939,-74.2587565,0,0,1,942594,1.89014898821436,1.89101260675071,2
"831528",905765,"Dillman Tank","Reservoir","NM","Catron",33.8359299,-108.9599102,2193,7195,13,905765,50.655992884145,50.6574488274366,2
"341939",388564,"Piper Lake","Lake","ID","Idaho",45.3026221,-116.2420835,2176,7139,18,388564,50.2779630865021,50.2778907414938,1
"1004295",1083936,"WYTV-TV (Youngstown)","Tower","OH","Mahoning",41.062003,-80.6350742,314,1030,46,1083936,8.87258172114743,8.87217025891284,2
"684625",756889,"Wesley Chapel Cemetery","Cemetery","MO","St. Francois",37.7361628,-90.2940095,293,961,26,756889,8.40560373582388,8.40450047444761,2
"480875",540751,"West Sterlington","Populated Place","LA","Union",32.6990265,-92.0979113,27,89,15,540751,2.49054925505893,2.49423885048123,1
"635351",706533,"Red Cross Landing (historical)","Locale","MS","Leflore",33.725116,-90.3145315,40,131,4,706533,2.77963086502112,2.77890741493832,2
"302695",342450,"Brownlee","Populated Place","GA","Grady",30.8707469,-84.1726774,78,256,15,342450,3.62463864798755,3.62613528534635,1
"752570",825825,"27N57E32BC__01 Well","Well","MT","Richland",48.0497415,-104.3941163,602,1975,14,825825,15.2768512341561,15.2772129591975,2
"968084",1047497,"Wales Corners","Populated Place","OH","Sandusky",41.3156088,-82.9026896,223,732,15,1047497,6.84901045141205,6.85237901586011,2
"707602",780402,"Bridge Gulch","Valley","MT","Beaverhead",45.3927028,-112.8186405,1851,6073,2,780402,43.0509228374472,43.0527314626542,2
"194938",232681,"Schoolhouse Gulch","Valley","CA","Sonoma",38.4607473,-123.0122221,20,66,2,232681,2.33488992661775,2.33834892232615,1
"364911",413110,"Masters Fork","Stream","IL","Bureau",41.4533688,-89.429536,202,663,1,413110,6.3820324660885,6.38470923139488,1
"129497",166004,"Bluffport","Locale","AL","Greene",32.6029132,-88.0597422,30,98,4,166004,2.55726039581944,2.5552392571506,1
"113348",149554,"Bethany Church","Church","AL","Jackson",34.5600862,-85.9994219,398,1306,38,149554,10.7404936624416,10.7428493967738,1
"312371",352182,"Irma Post Office (historical)","Post Office","GA","Schley",0,0,0,0,57,352182,1.89014898821436,1.89101260675071,1
"878758",956473,"Maplewood Cemetery","Cemetery","NY","Albany",42.7461893,-73.7070632,16,52,26,956473,2.24594173893707,2.24345940084045,2
"1040807",1137174,"Alsup Mountain","Summit","OR","Grant",43.9715374,-119.2774534,1730,5676,6,1137174,40.3602401601067,40.3619357462383,2
"458285",507326,"Kirker Landing","Locale","KY","Mason",38.6667403,-83.7999224,265,869,4,507326,7.78296642205915,7.7809407618273,1
"212366",250197,"Sycamore Canyon","Valley","CA","San Luis Obispo",35.0358101,-120.3757161,219,718,2,250197,6.76006226373138,6.75748949437441,1
"1010506",1092851,"Fittstown","Populated Place","OK","Pontotoc",34.614812,-96.6344517,254,833,15,1092851,7.53835890593729,7.53693913514979,2
"692338",764787,"Number 804 Dam","Dam","MO","Cape Girardeau",37.2867186,-89.6650933,111,364,22,764787,4.35846119635312,4.35814016537888,2
"312540",352360,"WRDW-AM (Augusta)","Tower","GA","Richmond",33.5173575,-82.0081718,52,171,46,352360,3.04647542806315,3.05002033346889,1
"125032",161410,"Cheaha Number 5 Dam","Dam","AL","Talladega",33.4667746,-85.949967,192,630,22,161410,6.15966199688681,6.16104107360716,1
"628767",691255,"Oak Grove Cemetery","Cemetery","MS","Jefferson Davis",31.6237784,-89.9328581,122,400,26,691255,4.60306871247498,4.60214179205639,2
